Year,Month,State,Utility Number,Utility Name,Data Status,Residential,Commercial,Industrial,Transportation,Total
2019,2,AR,3093,Carroll Electric Coop Corp - (AR),Final,348,0,0,0,348
2019,2,AR,5860,Empire District Electric Co,Final,12,0,0,0,12
2019,2,AR,6342,First Electric Coop Corp,Final,99,0,0,0,99
2019,2,AR,13718,City of North Little Rock - (AR),Final,3,5,0,0,8
2019,2,AR,14063,Oklahoma Gas & Electric Co,Final,42,5,0,0,47
2019,2,AR,17698,Southwestern Electric Power Co,Final,112,26,1,0,139
2019,2,AR,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,AZ,176,Ajo Improvement Co,Final,0,3,0,0,3
2019,2,AZ,803,Arizona Public Service Co,Final,90790,1480,0,0,92270
2019,2,AZ,12919,Morenci Water and Electric,Final,0,3,0,0,3
2019,2,AZ,16572,Salt River Project,Final,21474,642,3,0,22119
2019,2,AZ,19189,Trico Electric Cooperative Inc,Final,2142,42,0,0,2184
2019,2,AZ,19728,"UNS Electric, Inc",Final,3420,173,0,0,3593
2019,2,AZ,21538,"Mohave Electric Cooperative, I",Final,714,76,0,0,790
2019,2,AZ,24211,Tucson Electric Power Co,Final,22479,660,0,0,23139
2019,2,AZ,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,CA,4390,City of Corona - (CA),Final,6,1,0,0,7
2019,2,CA,9216,Imperial Irrigation District,Final,5513,251,0,0,5764
2019,2,CA,11208,Los Angeles Department of Water & Power,Final,37567,1382,0,0,38949
2019,2,CA,12745,Modesto Irrigation District,Final,5185,124,45,0,5354
2019,2,CA,14328,Pacific Gas & Electric Co.,Final,398628,11179,3613,0,413420
2019,2,CA,14354,PacifiCorp,Final,398,47,17,0,462
2019,2,CA,14534,City of Pasadena - (CA),Final,1320,61,0,0,1381
2019,2,CA,16534,Sacramento Municipal Util Dist,Final,25407,490,48,0,25945
2019,2,CA,16609,San Diego Gas & Electric Co,Final,148731,3737,115,0,152583
2019,2,CA,16655,City of Santa Clara - (CA),Final,257,9,0,0,266
2019,2,CA,17609,Southern California Edison Co,Final,295047,6370,534,0,301951
2019,2,CA,17612,Bear Valley Electric Service,Final,422,24,0,0,446
2019,2,CA,18260,Surprise Valley Electrification,Final,1,1,0,0,2
2019,2,CA,19281,Turlock Irrigation District,Final,1751,61,103,0,1915
2019,2,CA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,CO,3989,City of Colorado Springs - (CO),Final,1536,147,0,0,1683
2019,2,CO,6604,City of Fort Collins - (CO),Final,1480,57,7,0,1544
2019,2,CO,9336,Intermountain Rural Elec Assn,Final,2215,4,0,0,2219
2019,2,CO,12866,Moon Lake Electric Assn Inc,Final,1,5,0,0,6
2019,2,CO,15257,"Poudre Valley REA, Inc",Final,692,21,3,0,716
2019,2,CO,15466,Public Service Co of Colorado,Final,31475,2308,13,0,33796
2019,2,CO,16603,"San Luis Valley R E C, Inc",Final,97,11,6,0,114
2019,2,CO,19499,"United Power, Inc",Final,3356,15,1,0,3372
2019,2,CO,27058,"High West Energy, Inc",Final,3,0,0,0,3
2019,2,CO,56146,"Black Hills Colorado Electric, LLC",Final,1092,203,2,0,1297
2019,2,CO,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,CT,4176,Connecticut Light & Power Co,Final,26318,1428,60,0,27806
2019,2,CT,7716,Groton Dept of Utilities - (CT),Final,801,5,0,0,806
2019,2,CT,19497,United Illuminating Co,Final,8102,222,23,0,8347
2019,2,CT,20038,Town of Wallingford - (CT),Final,12,4,0,0,16
2019,2,CT,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,DC,15270,Potomac Electric Power Co,Final,4531,436,0,0,4967
2019,2,DC,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,DE,5027,Delmarva Power,Final,4961,289,7,0,5257
2019,2,DE,5070,Delaware Electric Cooperative,Final,1532,66,0,0,1598
2019,2,DE,5335,City of Dover - (DE),Final,338,27,0,0,365
2019,2,DE,13519,City of Newark - (DE),Final,103,6,7,0,116
2019,2,DE,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,FL,6452,Florida Power & Light Co,Final,11099,908,19,0,12026
2019,2,FL,6455,"Duke Energy Florida, LLC",Final,13143,409,13,0,13565
2019,2,FL,6457,Florida Public Utilities Co,Final,140,0,0,0,140
2019,2,FL,7801,Gulf Power Co,Final,1122,137,0,0,1259
2019,2,FL,9617,JEA,Final,1553,92,0,0,1645
2019,2,FL,18454,Tampa Electric Co,Final,3287,144,3,0,3434
2019,2,FL,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,GA,3916,Cobb Electric Membership Corp,Final,70,12,0,0,82
2019,2,GA,9601,Jackson Electric Member Corp - (GA),Final,66,4,0,0,70
2019,2,GA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,HI,8287,Hawaii Electric Light Co Inc,Final,11687,667,36,0,12390
2019,2,HI,10071,Kauai Island Utility Cooperative,Final,4000,341,0,0,4341
2019,2,HI,11843,Maui Electric Co Ltd,Final,10682,908,0,0,11590
2019,2,HI,19547,Hawaiian Electric Co Inc,Final,46674,1506,0,0,48180
2019,2,HI,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,IA,9417,Interstate Power and Light Co,Final,2047,1530,11,0,3588
2019,2,IA,12341,MidAmerican Energy Co,Final,540,248,8,0,796
2019,2,IA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,ID,9187,City of Idaho Falls - (ID),Final,25,5,0,0,30
2019,2,ID,9191,Idaho Power Co,Final,3292,178,20,0,3490
2019,2,ID,10454,Kootenai Electric Cooperative,Final,62,0,0,0,62
2019,2,ID,11273,Lower Valley Energy Inc,Final,3,0,0,0,3
2019,2,ID,14354,PacifiCorp,Final,718,35,0,0,753
2019,2,ID,20169,Avista Corp,Final,62,17,0,0,79
2019,2,ID,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,IL,4110,Commonwealth Edison Co,Final,2066,233,0,0,2299
2019,2,IL,12341,MidAmerican Energy Co,Final,29,17,0,0,46
2019,2,IL,13032,Mt Carmel Public Utility Co,Final,3,1,0,0,4
2019,2,IL,56697,Ameren Illinois Company,Final,1316,368,0,0,1684
2019,2,IL,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,IN,9273,Indianapolis Power & Light Co,Final,173,22,0,0,195
2019,2,IN,9324,Indiana Michigan Power Co,Final,304,81,4,0,389
2019,2,IN,13756,Northern Indiana Pub Serv Co,Final,272,88,0,0,360
2019,2,IN,15470,"Duke Energy Indiana, LLC",Final,1107,140,2,0,1249
2019,2,IN,17633,Southern Indiana Gas & Elec Co,Final,426,74,0,0,500
2019,2,IN,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,KS,5860,Empire District Electric Co,Final,15,5,0,0,20
2019,2,KS,9996,City of Kansas City - (KS),Final,45,3,0,0,48
2019,2,KS,10000,Evergy Metro,Final,284,39,0,0,323
2019,2,KS,10005,"Evergy Kansas South, Inc",Final,183,47,0,0,230
2019,2,KS,22500,"Evergy Kansas Central, Inc",Final,554,105,0,0,659
2019,2,KS,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,KY,9964,Kenergy Corp,Final,66,11,0,0,77
2019,2,KY,10171,Kentucky Utilities Co,Final,193,56,3,0,252
2019,2,KY,11249,Louisville Gas & Electric Co,Final,322,49,0,0,371
2019,2,KY,17564,South Kentucky Rural E C C,Final,22,3,0,0,25
2019,2,KY,19446,Duke Energy Kentucky,Final,62,11,0,0,73
2019,2,KY,22053,Kentucky Power Co,Final,15,9,0,0,24
2019,2,KY,49998,City of Berea Municipal Utility,Final,6,8,0,0,14
2019,2,KY,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,LA,3265,Cleco Power LLC,Final,3273,246,0,0,3519
2019,2,LA,11241,Entergy Louisiana LLC,Final,10474,517,4,0,10995
2019,2,LA,13478,"Entergy New Orleans, LLC",Final,7875,50,1,0,7926
2019,2,LA,17698,Southwestern Electric Power Co,Final,1390,113,0,0,1503
2019,2,LA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,MA,6374,Fitchburg Gas & Elec Light Co,Final,1581,52,5,0,1638
2019,2,MA,8774,City of Holyoke - (MA),Final,9,2,0,0,11
2019,2,MA,11804,Massachusetts Electric Co,Final,44667,1961,0,0,46628
2019,2,MA,13206,Nantucket Electric Co,Final,58,15,0,0,73
2019,2,MA,15748,Town of Reading - (MA),Final,122,17,0,0,139
2019,2,MA,54913,NSTAR Electric Company,Final,37539,2423,207,0,40169
2019,2,MA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,MD,1167,Baltimore Gas & Electric Co,Final,30353,610,0,0,30963
2019,2,MD,5027,Delmarva Power,Final,4149,180,4,0,4333
2019,2,MD,15263,The Potomac Edison Company,Final,5244,127,11,0,5382
2019,2,MD,15270,Potomac Electric Power Co,Final,19574,191,0,0,19765
2019,2,MD,17637,Southern Maryland Elec Coop Inc,Final,5774,56,0,0,5830
2019,2,MD,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,ME,1179,Versant Power,Final,736,117,2,0,855
2019,2,ME,3266,Central Maine Power Co,Final,3708,439,0,0,4147
2019,2,ME,5609,Eastern Maine Electric Coop,Final,21,1,0,0,22
2019,2,ME,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,MI,392,Alpena Power Co,Final,19,2,0,0,21
2019,2,MI,3828,Cloverland Electric Co-op,Final,29,6,0,0,35
2019,2,MI,4254,Consumers Energy Co,Final,1901,215,8,0,2124
2019,2,MI,5109,DTE Electric Company,Final,2126,285,21,0,2432
2019,2,MI,9324,Indiana Michigan Power Co,Final,85,17,1,0,103
2019,2,MI,10704,City of Lansing - (MI),Final,27,4,0,0,31
2019,2,MI,19578,Upper Peninsula Power Company,Final,127,9,0,0,136
2019,2,MI,60631,Upper Michigan Energy Resources Corp.,Final,40,4,0,0,44
2019,2,MI,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,MN,689,Connexus Energy,Final,222,10,1,0,233
2019,2,MN,5574,East Central Energy,Final,102,16,0,0,118
2019,2,MN,10596,City of Lake Crystal - (MN),Final,1,0,0,0,1
2019,2,MN,12647,"ALLETE, Inc.",Final,301,83,1,0,385
2019,2,MN,13781,Northern States Power Co - Minnesota,Final,2662,648,169,0,3479
2019,2,MN,14232,Otter Tail Power Co,Final,23,32,0,0,55
2019,2,MN,16181,Rochester Public Utilities,Final,299,6,0,0,305
2019,2,MN,17267,Sioux Valley SW Elec Coop,Final,5,2,0,0,7
2019,2,MN,20996,Wright-Hennepin Coop Elec Assn,Final,69,2,0,0,71
2019,2,MN,25177,Dakota Electric Association,Final,150,19,0,0,169
2019,2,MN,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,MO,4675,Cuivre River Electric Coop Inc,Final,28,0,0,0,28
2019,2,MO,5860,Empire District Electric Co,Final,1664,267,7,0,1938
2019,2,MO,9231,City of Independence - (MO),Final,67,10,0,0,77
2019,2,MO,10000,Evergy Metro,Final,973,743,0,0,1716
2019,2,MO,12698,Evergy Missouri West,Final,1271,652,17,0,1940
2019,2,MO,17833,City Utilities of Springfield - (MO),Final,182,38,0,0,220
2019,2,MO,19436,Union Electric Co - (MO),Final,2706,1460,84,0,4250
2019,2,MO,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,MS,3841,Coast Electric Power Assn,Final,116,1,0,0,117
2019,2,MS,12685,Entergy Mississippi LLC,Final,65,14,0,0,79
2019,2,MS,12686,Mississippi Power Co,Final,110,12,0,0,122
2019,2,MS,17647,Southern Pine Electric Cooperative,Final,19,5,0,0,24
2019,2,MS,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,MT,6395,Flathead Electric Coop Inc,Final,396,14,0,0,410
2019,2,MT,12692,"Missoula Electric Coop, Inc",Final,177,11,0,0,188
2019,2,MT,12825,NorthWestern Energy LLC - (MT),Final,1979,462,0,0,2441
2019,2,MT,19603,USBIA-Mission Valley Power,Final,32,0,0,0,32
2019,2,MT,20997,Yellowstone Valley Elec Co-op,Final,36,0,0,0,36
2019,2,MT,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,NC,3046,Duke Energy Progress - (NC),Final,4279,258,0,0,4537
2019,2,NC,5416,"Duke Energy Carolinas, LLC",Final,4675,309,22,0,5006
2019,2,NC,9837,Jones-Onslow Elec Member Corp,Final,59,0,0,0,59
2019,2,NC,16496,Rutherford Elec Member Corp,Final,144,1,0,0,145
2019,2,NC,19876,Virginia Electric & Power Co,Final,117,14,0,0,131
2019,2,NC,24889,Brunswick Electric Member Corp,Final,164,0,0,0,164
2019,2,NC,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,ND,12090,"McLean Electric Coop, Inc",Final,3,0,0,0,3
2019,2,ND,12301,Nodak Electric Coop Inc,Final,12,0,2,0,14
2019,2,ND,14232,Otter Tail Power Co,Final,1,9,0,0,10
2019,2,ND,19790,Verendrye Electric Coop Inc,Final,8,0,0,0,8
2019,2,ND,24949,Cass County Elec Coop Inc,Final,38,0,0,0,38
2019,2,ND,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,NE,4373,Cornhusker Public Power Dist,Final,29,0,0,0,29
2019,2,NE,4911,Dawson Power District,Final,15,2,0,0,17
2019,2,NE,6779,City of Fremont - (NE),Final,1,0,0,0,1
2019,2,NE,11018,Lincoln Electric System,Final,85,16,1,0,102
2019,2,NE,11251,Loup River Public Power Dist,Final,0,0,21,0,21
2019,2,NE,12539,Midwest Electric Member Corp,Final,18,2,0,0,20
2019,2,NE,13337,Nebraska Public Power District,Final,76,38,0,0,114
2019,2,NE,13664,Norris Public Power District,Final,67,9,0,0,76
2019,2,NE,14127,Omaha Public Power District,Final,89,17,0,0,106
2019,2,NE,17642,Southern Public Power District,Final,26,2,0,0,28
2019,2,NE,27058,"High West Energy, Inc",Final,1,0,0,0,1
2019,2,NE,40606,City of Grand Island - (NE),Final,4,1,1,0,6
2019,2,NE,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,NH,13441,New Hampshire Elec Coop Inc,Final,909,80,4,0,993
2019,2,NH,15472,Public Service Co of NH,Final,5608,526,33,0,6167
2019,2,NH,24590,Unitil Energy Systems,Final,787,62,5,0,854
2019,2,NH,26510,Liberty Utilities (Granite State Electric) Corp,Final,454,49,0,0,503
2019,2,NH,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,NJ,963,Atlantic City Electric Co,Final,29460,1145,42,0,30647
2019,2,NJ,9726,Jersey Central Power & Lt Co,Final,31712,1696,39,0,33447
2019,2,NJ,15477,Public Service Elec & Gas Co,Final,38818,2874,86,0,41778
2019,2,NJ,16213,Rockland Electric Co,Final,554,103,2,0,659
2019,2,NJ,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,NM,3287,"Central Valley Elec Coop, Inc",Final,17,0,0,0,17
2019,2,NM,5701,El Paso Electric Co,Final,3499,142,0,0,3641
2019,2,NM,6204,City of Farmington - (NM),Final,111,14,0,0,125
2019,2,NM,11204,Los Alamos County,Final,122,0,0,0,122
2019,2,NM,15473,Public Service Co of NM,Final,15259,646,0,0,15905
2019,2,NM,17718,Southwestern Public Service Co,Final,61,85,3,0,149
2019,2,NM,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,NV,2008,City of Boulder City - (NV),Final,22,4,0,0,26
2019,2,NV,13073,"Mt Wheeler Power, Inc",Final,4,5,0,0,9
2019,2,NV,13407,Nevada Power Co,Final,34391,394,86,0,34871
2019,2,NV,17166,Sierra Pacific Power Co,Final,3231,471,8,0,3710
2019,2,NV,19840,"Valley Electric Assn, Inc",Final,370,19,0,0,389
2019,2,NV,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,NY,3249,Central Hudson Gas & Elec Corp,Final,8331,493,0,0,8824
2019,2,NY,4226,Consolidated Edison Co-NY Inc,Final,23120,1803,0,0,24923
2019,2,NY,11171,Long Island Power Authority,Final,45689,1285,0,0,46974
2019,2,NY,13511,New York State Elec & Gas Corp,Final,6905,997,0,0,7902
2019,2,NY,13573,Niagara Mohawk Power Corp.,Final,18000,1919,26,0,19945
2019,2,NY,14154,Orange & Rockland Utils Inc,Final,6873,158,4,0,7035
2019,2,NY,14711,Pennsylvania Electric Co,Final,5,2,0,0,7
2019,2,NY,16183,Rochester Gas & Electric Corp,Final,1362,469,0,0,1831
2019,2,NY,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,OH,3542,Duke Energy Ohio Inc,Final,959,186,0,0,1145
2019,2,OH,3755,Cleveland Electric Illum Co,Final,363,104,9,0,476
2019,2,OH,4922,Dayton Power & Light Co,Final,408,87,0,0,495
2019,2,OH,13998,Ohio Edison Co,Final,703,162,5,0,870
2019,2,OH,14006,Ohio Power Co,Final,1631,334,31,0,1996
2019,2,OH,18997,The Toledo Edison Co,Final,170,92,5,0,267
2019,2,OH,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,OK,5860,Empire District Electric Co,Final,0,1,0,0,1
2019,2,OK,13734,Northeast Oklahoma Electric Co,Final,47,7,0,0,54
2019,2,OK,14062,Oklahoma Electric Coop Inc,Final,106,2,0,0,108
2019,2,OK,14063,Oklahoma Gas & Electric Co,Final,1874,1621,19,0,3514
2019,2,OK,15474,Public Service Co of Oklahoma,Final,155,29,0,0,184
2019,2,OK,19785,Verdigris Valley Elec Coop Inc,Final,25,0,0,0,25
2019,2,OK,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,OR,6022,City of Eugene - (OR),Final,609,80,0,0,689
2019,2,OR,9191,Idaho Power Co,Final,35,9,10,0,54
2019,2,OR,14354,PacifiCorp,Final,5907,776,167,0,6850
2019,2,OR,15248,Portland General Electric Co,Final,8866,533,49,0,9448
2019,2,OR,18260,Surprise Valley Electrification,Final,1,1,0,0,2
2019,2,OR,28541,Clatskanie Peoples Util Dist,Final,5,0,0,0,5
2019,2,OR,40437,Emerald People's Utility Dist,Final,205,22,0,0,227
2019,2,OR,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,PA,3597,Citizens Electric Co - (PA),Final,24,6,3,0,33
2019,2,PA,5487,Duquesne Light Co,Final,2484,99,3,0,2586
2019,2,PA,12390,Metropolitan Edison Co,Final,3670,243,16,0,3929
2019,2,PA,14711,Pennsylvania Electric Co,Final,562,92,3,0,657
2019,2,PA,14715,PPL Electric Utilities Corp,Final,7135,798,52,0,7985
2019,2,PA,14716,Pennsylvania Power Co,Final,123,27,0,0,150
2019,2,PA,14940,PECO Energy Co,Final,8306,310,34,0,8650
2019,2,PA,15045,Pike County Light & Power Co,Final,4,1,0,0,5
2019,2,PA,19390,"UGI Utilities, Inc",Final,76,11,3,0,90
2019,2,PA,20334,Wellsborough Electric Co,Final,7,3,0,0,10
2019,2,PA,20387,West Penn Power Company,Final,822,45,8,0,875
2019,2,PA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,RI,1857,Block Island Utility District,Final,29,5,0,0,34
2019,2,RI,13214,The Narragansett Electric Co,Final,2837,323,0,0,3160
2019,2,RI,14537,Pascoag Utility District,Final,6,0,0,0,6
2019,2,RI,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,SC,1613,Berkeley Electric Coop Inc,Final,675,0,0,0,675
2019,2,SC,3046,Duke Energy Progress - (NC),Final,962,46,0,0,1008
2019,2,SC,5416,"Duke Energy Carolinas, LLC",Final,5933,173,21,0,6127
2019,2,SC,14398,Palmetto Electric Coop Inc,Final,157,5,0,0,162
2019,2,SC,17539,"Dominion Energy South Carolina, Inc",Final,9206,93,1,0,9300
2019,2,SC,17543,South Carolina Public Service Authority,Final,541,0,0,0,541
2019,2,SC,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,SD,1769,"Black Hills Electric Coop, Inc",Final,17,0,0,0,17
2019,2,SD,14232,Otter Tail Power Co,Final,1,5,0,0,6
2019,2,SD,17267,Sioux Valley SW Elec Coop,Final,16,5,0,0,21
2019,2,SD,19293,Southeastern Electric Coop Inc - (SD),Final,3,2,0,0,5
2019,2,SD,20401,West River Electric Assn Inc,Final,24,2,0,0,26
2019,2,SD,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,TN,10331,Kingsport Power Co,Final,16,10,0,0,26
2019,2,TN,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,TX,5701,El Paso Electric Co,Final,5419,78,0,0,5497
2019,2,TX,16604,City of San Antonio - (TX),Final,14657,554,0,0,15211
2019,2,TX,55937,Entergy Texas Inc.,Final,569,28,1,0,598
2019,2,TX,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,UT,2010,City of Bountiful,Final,196,6,0,0,202
2019,2,UT,11135,City of Logan - (UT),Final,157,17,0,0,174
2019,2,UT,12866,Moon Lake Electric Assn Inc,Final,31,3,0,0,34
2019,2,UT,14354,PacifiCorp,Final,32930,1006,84,0,34020
2019,2,UT,15444,Provo City Corp,Final,472,14,0,0,486
2019,2,UT,17845,City of Springville - (UT),Final,151,2,0,0,153
2019,2,UT,17874,City of St George,Final,235,26,0,0,261
2019,2,UT,18206,Strawberry Electric Serv Dist,Final,93,0,0,0,93
2019,2,UT,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,VA,84,A & N Electric Coop,Final,57,9,0,0,66
2019,2,VA,733,Appalachian Power Co,Final,974,69,2,0,1045
2019,2,VA,10171,Kentucky Utilities Co,Final,5,1,0,0,6
2019,2,VA,17066,Shenandoah Valley Elec Coop,Final,419,39,4,0,462
2019,2,VA,19876,Virginia Electric & Power Co,Final,4355,333,2,0,4690
2019,2,VA,19882,Virginia Tech Electric Service,Final,42,3,0,0,45
2019,2,VA,40228,Rappahannock Electric Coop,Final,624,37,0,0,661
2019,2,VA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,VT,2548,City of Burlington Electric - (VT),Final,267,86,1,0,354
2019,2,VT,7601,Green Mountain Power Corp,Final,5574,416,4,0,5994
2019,2,VT,19791,"Vermont Electric Cooperative, Inc",Final,1242,73,0,0,1315
2019,2,VT,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,WA,3660,PUD No 1 of Clark County - (WA),Final,1788,25,0,0,1813
2019,2,WA,14354,PacifiCorp,Final,1034,113,8,0,1155
2019,2,WA,15500,Puget Sound Energy Inc,Final,7726,410,4,0,8140
2019,2,WA,16868,City of Seattle - (WA),Final,3474,274,0,0,3748
2019,2,WA,17470,PUD 1 of Snohomish County,Final,1801,104,0,0,1905
2019,2,WA,18429,City of Tacoma - (WA),Final,1613,11,0,0,1624
2019,2,WA,20169,Avista Corp,Final,1444,90,0,0,1534
2019,2,WA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,WI,4715,Dahlberg Light & Power Co,Final,23,0,0,0,23
2019,2,WI,5574,East Central Energy,Final,14,0,0,0,14
2019,2,WI,11479,Madison Gas & Electric Co,Final,373,159,0,0,532
2019,2,WI,13697,North Central Power Co Inc,Final,14,0,0,0,14
2019,2,WI,13815,Northwestern Wisconsin Elec Co,Final,37,10,0,0,47
2019,2,WI,20847,Wisconsin Electric Power Co,Final,1088,220,50,0,1358
2019,2,WI,20856,Wisconsin Power & Light Co,Final,786,261,6,0,1053
2019,2,WI,20860,Wisconsin Public Service Corp,Final,638,224,0,0,862
2019,2,WI,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,WV,733,Appalachian Power Co,Final,149,34,1,0,184
2019,2,WV,12796,Monongahela Power Co,Final,230,41,0,0,271
2019,2,WV,15263,The Potomac Edison Company,Final,372,38,1,0,411
2019,2,WV,20521,Wheeling Power Co,Final,29,3,0,0,32
2019,2,WV,99999,Adjustment 2019,Final,0,0,0,0,0
2019,2,WY,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,Final,302,9,0,0,311
2019,2,WY,7222,City of Gillette - (WY),Final,3,0,0,0,3
2019,2,WY,8566,High Plains Power Inc,Final,50,10,0,0,60
2019,2,WY,11273,Lower Valley Energy Inc,Final,73,19,7,0,99
2019,2,WY,14354,PacifiCorp,Final,254,66,1,0,321
2019,2,WY,19156,Powder River Energy Corp,Final,37,4,0,0,41
2019,2,WY,27058,"High West Energy, Inc",Final,90,0,1,0,91
2019,2,WY,99999,Adjustment 2019,Final,0,0,0,0,0
2019,3,AK,219,Alaska Power and Telephone Co,Final,3,2,0,0,5
2019,3,AK,599,Anchorage Municipal Light and Power,Final,68,18,0,0,86
2019,3,AK,3522,Chugach Electric Assn Inc,Final,120,33,0,0,153
2019,3,AK,7353,Golden Valley Elec Assn Inc,Final,186,28,4,0,218
2019,3,AK,11824,Matanuska Electric Assn Inc,Final,134,14,0,0,148
2019,3,AK,19558,Homer Electric Assn Inc,Final,132,15,0,0,147
2019,3,AK,99999,Adjustment 2019,Final,0,0,0,0,0
2019,3,AL,99999,Adjustment 2019,Final,0,0,0,0,0
2019,3,AR,814,Entergy Arkansas LLC,Final,376,57,13,0,446
2019,3,AR,817,Arkansas Valley Elec Coop Corp,Final,83,1,0,0,84
2019,3,AR,3093,Carroll Electric Coop Corp - (AR),Final,359,0,0,0,359
2019,3,AR,5860,Empire District Electric Co,Final,14,0,0,0,14
2019,3,AR,6342,First Electric Coop Corp,Final,102,0,0,0,102
2019,3,AR,13718,City of North Little Rock - (AR),Final,3,5,0,0,8
2019,3,AR,14063,Oklahoma Gas & Electric Co,Final,44,5,0,0,49
2019,3,AR,17698,Southwestern Electric Power Co,Final,119,26,1,0,146
2019,3,AR,99999,Adjustment 2019,Final,0,0,0,0,0
2019,3,AZ,176,Ajo Improvement Co,Final,0,3,0,0,3
2019,3,AZ,803,Arizona Public Service Co,Final,91661,1484,0,0,93145
2019,3,AZ,12919,Morenci Water and Electric,Final,0,3,0,0,3
2019,3,AZ,16572,Salt River Project,Final,21464,642,3,0,22109
2019,3,AZ,19189,Trico Electric Cooperative Inc,Final,2178,42,0,0,2220
2019,3,AZ,19728,"UNS Electric, Inc",Final,3438,175,0,0,3613
2019,3,AZ,21538,"Mohave Electric Cooperative, I",Final,718,80,0,0,798
2019,3,AZ,24211,Tucson Electric Power Co,Final,22722,669,0,0,23391
2019,3,AZ,99999,Adjustment 2019,Final,0,0,0,0,0
2019,3,CA,4390,City of Corona - (CA),Final,6,1,0,0,7
2019,3,CA,9216,Imperial Irrigation District,Final,5545,253,0,0,5798
2019,3,CA,11208,Los Angeles Department of Water & Power,Final,38110,1389,0,0,39499
2019,3,CA,12745,Modesto Irrigation District,Final,5254,124,45,0,5423
2019,3,CA,14328,Pacific Gas & Electric Co.,Final,403079,11303,3657,0,418039
2019,3,CA,14354,PacifiCorp,Final,404,47,17,0,468
2019,3,CA,14534,City of Pasadena - (CA),Final,1320,61,0,0,1381
2019,3,CA,16534,Sacramento Municipal Util Dist,Final,25766,492,48,0,26306
2019,3,CA,16609,San Diego Gas & Electric Co,Final,150791,3765,115,0,154671
2019,3,CA,16655,City of Santa Clara - (CA),Final,257,9,0,0,266
2019,3,CA,17609,Southern California Edison Co,Final,298349,6424,533,0,305306
2019,3,CA,17612,Bear Valley Electric Service,Final,422,24,0,0,446
2019,3,CA,18260,Surprise Valley Electrification,Final,1,1,0,0,2
2019,3,CA,19281,Turlock Irrigation District,Final,1776,61,104,0,1941
2019,3,CA,99999,Adjustment 2019,Final,0,0,0,0,0
2019,3,CO,3989,City of Colorado Springs - (CO),Final,2815,152,0,0,2967
2019,3,CO,6604,City of Fort Collins - (CO),Final,1500,56,8,0,1564
2019,3,CO,9336,Intermountain Rural Elec Assn,Final,2256,4,0,0,2260
2019,3,CO,12866,Moon Lake Electric Assn Inc,Final,1,5,0,0,6
2019,3,CO,15257,"Poudre Valley REA, Inc",Final,698,21,2,0,721
2019,3,CO,15466,Public Service Co of Colorado,Final,31475,2308,13,0,33796
