Year,Month,State,Utility Number,Utility Name,Data Status,Residential,Commercial,Industrial,Transportation,Total
2020,1,AK,219,Alaska Power and Telephone Co,Preliminary,4,2,0,0,6
2020,1,AK,599,Anchorage Municipal Light and Power,Preliminary,162,21,0,0,183
2020,1,AK,3522,Chugach Electric Assn Inc,Preliminary,221,35,0,0,256
2020,1,AK,7353,Golden Valley Elec Assn Inc,Preliminary,253,27,4,0,284
2020,1,AK,11824,Matanuska Electric Assn Inc,Preliminary,174,16,0,0,190
2020,1,AK,19558,Homer Electric Assn Inc,Preliminary,223,25,0,0,248
2020,1,AK,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,AL,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,AR,814,Entergy Arkansas LLC,Preliminary,571,78,16,0,665
2020,1,AR,817,Arkansas Valley Elec Coop Corp,Preliminary,120,4,0,0,124
2020,1,AR,3093,Carroll Electric Coop Corp - (AR),Preliminary,499,0,0,0,499
2020,1,AR,5860,Empire District Electric Co,Preliminary,23,0,0,0,23
2020,1,AR,6342,First Electric Coop Corp,Preliminary,188,0,0,0,188
2020,1,AR,13718,City of North Little Rock - (AR),Preliminary,37,5,0,0,42
2020,1,AR,14063,Oklahoma Gas & Electric Co,Preliminary,61,5,0,0,66
2020,1,AR,17698,Southwestern Electric Power Co,Preliminary,188,31,1,0,220
2020,1,AR,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,AZ,176,Ajo Improvement Co,Preliminary,4,3,0,0,7
2020,1,AZ,803,Arizona Public Service Co,Preliminary,102863,1712,0,0,104575
2020,1,AZ,12919,Morenci Water and Electric,Preliminary,0,3,0,0,3
2020,1,AZ,16572,Salt River Project,Preliminary,24206,702,3,0,24911
2020,1,AZ,19189,Trico Electric Cooperative Inc,Preliminary,2594,45,0,0,2639
2020,1,AZ,19728,"UNS Electric, Inc",Preliminary,3745,181,0,0,3926
2020,1,AZ,21538,"Mohave Electric Cooperative, I",Preliminary,804,81,0,0,885
2020,1,AZ,24211,Tucson Electric Power Co,Preliminary,24915,819,0,0,25734
2020,1,AZ,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,CA,4390,City of Corona - (CA),Preliminary,7,1,0,0,8
2020,1,CA,9216,Imperial Irrigation District,Preliminary,5701,266,0,0,5967
2020,1,CA,11208,Los Angeles Department of Water & Power,Preliminary,43826,1472,0,0,45298
2020,1,CA,12745,Modesto Irrigation District,Preliminary,5905,129,46,0,6080
2020,1,CA,14328,Pacific Gas & Electric Co.,Preliminary,460179,12252,4022,0,476453
2020,1,CA,14354,PacifiCorp,Preliminary,481,54,18,0,553
2020,1,CA,14534,City of Pasadena - (CA),Preliminary,1412,69,0,0,1481
2020,1,CA,16534,Sacramento Municipal Util Dist,Preliminary,29405,522,48,0,29975
2020,1,CA,16609,San Diego Gas & Electric Co,Preliminary,177647,4132,129,0,181908
2020,1,CA,16655,City of Santa Clara - (CA),Preliminary,257,9,0,0,266
2020,1,CA,17609,Southern California Edison Co,Preliminary,336245,7073,530,0,343848
2020,1,CA,17612,Bear Valley Electric Service,Preliminary,422,25,0,0,447
2020,1,CA,18260,Surprise Valley Electrification,Preliminary,2,2,0,0,4
2020,1,CA,19281,Turlock Irrigation District,Preliminary,2040,63,102,0,2205
2020,1,CA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,CO,3989,City of Colorado Springs - (CO),Preliminary,3201,703,0,0,3904
2020,1,CO,6604,City of Fort Collins - (CO),Preliminary,1803,62,8,0,1873
2020,1,CO,9336,Intermountain Rural Elec Assn,Preliminary,2864,4,0,0,2868
2020,1,CO,12866,Moon Lake Electric Assn Inc,Preliminary,1,5,0,0,6
2020,1,CO,15257,"Poudre Valley REA, Inc",Preliminary,852,22,2,0,876
2020,1,CO,15466,Public Service Co of Colorado,Preliminary,31475,2308,13,0,33796
2020,1,CO,16603,"San Luis Valley R E C, Inc",Preliminary,104,11,6,0,121
2020,1,CO,19499,"United Power, Inc",Preliminary,4401,16,1,0,4418
2020,1,CO,27058,"High West Energy, Inc",Preliminary,1,0,0,0,1
2020,1,CO,56146,"Black Hills Colorado Electric, LLC",Preliminary,1151,216,2,0,1369
2020,1,CO,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,CT,4176,Connecticut Light & Power Co,Preliminary,31294,1692,76,0,33062
2020,1,CT,7716,Groton Dept of Utilities - (CT),Preliminary,804,6,0,0,810
2020,1,CT,19497,United Illuminating Co,Preliminary,12010,288,29,0,12327
2020,1,CT,20038,Town of Wallingford - (CT),Preliminary,12,4,0,0,16
2020,1,CT,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,DC,15270,Potomac Electric Power Co,Preliminary,6330,500,0,0,6830
2020,1,DC,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,DE,5027,Delmarva Power,Preliminary,5277,303,6,0,5586
2020,1,DE,5070,Delaware Electric Cooperative,Preliminary,1760,76,0,0,1836
2020,1,DE,5335,City of Dover - (DE),Preliminary,342,28,0,0,370
2020,1,DE,13519,City of Newark - (DE),Preliminary,105,6,7,0,118
2020,1,DE,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,FL,6452,Florida Power & Light Co,Preliminary,16686,974,19,0,17679
2020,1,FL,6455,"Duke Energy Florida, LLC",Preliminary,22833,470,16,0,23319
2020,1,FL,6457,Florida Public Utilities Co,Preliminary,158,0,0,0,158
2020,1,FL,7801,Gulf Power Co,Preliminary,2216,133,0,0,2349
2020,1,FL,9617,JEA,Preliminary,1781,100,0,0,1881
2020,1,FL,18454,Tampa Electric Co,Preliminary,5259,169,4,0,5432
2020,1,FL,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,GA,3916,Cobb Electric Membership Corp,Preliminary,95,15,0,0,110
2020,1,GA,9601,Jackson Electric Member Corp - (GA),Preliminary,89,8,0,0,97
2020,1,GA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,HI,8287,Hawaii Electric Light Co Inc,Preliminary,12182,677,36,0,12895
2020,1,HI,10071,Kauai Island Utility Cooperative,Preliminary,4252,358,0,0,4610
2020,1,HI,11843,Maui Electric Co Ltd,Preliminary,11356,967,0,0,12323
2020,1,HI,19547,Hawaiian Electric Co Inc,Preliminary,51987,1649,0,0,53636
2020,1,HI,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,IA,9417,Interstate Power and Light Co,Preliminary,2723,1776,13,0,4512
2020,1,IA,12341,MidAmerican Energy Co,Preliminary,737,301,10,0,1048
2020,1,IA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,ID,9187,City of Idaho Falls - (ID),Preliminary,42,5,0,0,47
2020,1,ID,9191,Idaho Power Co,Preliminary,5151,195,35,0,5381
2020,1,ID,10454,Kootenai Electric Cooperative,Preliminary,73,0,0,0,73
2020,1,ID,11273,Lower Valley Energy Inc,Preliminary,3,0,0,0,3
2020,1,ID,14354,PacifiCorp,Preliminary,1177,44,0,0,1221
2020,1,ID,20169,Avista Corp,Preliminary,84,17,0,0,101
2020,1,ID,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,IL,4110,Commonwealth Edison Co,Preliminary,8092,363,0,0,8455
2020,1,IL,12341,MidAmerican Energy Co,Preliminary,99,41,0,0,140
2020,1,IL,13032,Mt Carmel Public Utility Co,Preliminary,10,5,0,0,15
2020,1,IL,56697,Ameren Illinois Company,Preliminary,2583,594,0,0,3177
2020,1,IL,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,IN,9273,Indianapolis Power & Light Co,Preliminary,273,29,0,0,302
2020,1,IN,9324,Indiana Michigan Power Co,Preliminary,469,91,4,0,564
2020,1,IN,13756,Northern Indiana Pub Serv Co,Preliminary,406,110,0,0,516
2020,1,IN,15470,"Duke Energy Indiana, LLC",Preliminary,1369,139,2,0,1510
2020,1,IN,17633,Southern Indiana Gas & Elec Co,Preliminary,529,82,0,0,611
2020,1,IN,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,KS,5860,Empire District Electric Co,Preliminary,22,5,0,0,27
2020,1,KS,9996,City of Kansas City - (KS),Preliminary,56,4,0,0,60
2020,1,KS,10000,Evergy Metro,Preliminary,380,54,0,0,434
2020,1,KS,10005,"Evergy Kansas South, Inc",Preliminary,211,55,0,0,266
2020,1,KS,22500,"Evergy Kansas Central, Inc",Preliminary,653,114,0,0,767
2020,1,KS,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,KY,9964,Kenergy Corp,Preliminary,194,26,0,0,220
2020,1,KY,10171,Kentucky Utilities Co,Preliminary,307,73,3,0,383
2020,1,KY,11249,Louisville Gas & Electric Co,Preliminary,438,52,0,0,490
2020,1,KY,17564,South Kentucky Rural E C C,Preliminary,29,4,0,0,33
2020,1,KY,19446,Duke Energy Kentucky,Preliminary,75,11,2,0,88
2020,1,KY,22053,Kentucky Power Co,Preliminary,15,9,0,0,24
2020,1,KY,49998,City of Berea Municipal Utility,Preliminary,6,8,0,0,14
2020,1,KY,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,LA,3265,Cleco Power LLC,Preliminary,3727,128,0,0,3855
2020,1,LA,11241,Entergy Louisiana LLC,Preliminary,10912,530,5,0,11447
2020,1,LA,13478,"Entergy New Orleans, LLC",Preliminary,8180,53,2,0,8235
2020,1,LA,17698,Southwestern Electric Power Co,Preliminary,1403,113,1,0,1517
2020,1,LA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,MA,6374,Fitchburg Gas & Elec Light Co,Preliminary,1698,54,5,0,1757
2020,1,MA,8774,City of Holyoke - (MA),Preliminary,9,2,0,0,11
2020,1,MA,11804,Massachusetts Electric Co,Preliminary,50881,2097,1,0,52979
2020,1,MA,13206,Nantucket Electric Co,Preliminary,72,16,0,0,88
2020,1,MA,15748,Town of Reading - (MA),Preliminary,131,17,0,0,148
2020,1,MA,54913,NSTAR Electric Company,Preliminary,41927,2595,201,0,44723
2020,1,MA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,MD,1167,Baltimore Gas & Electric Co,Preliminary,32541,693,0,0,33234
2020,1,MD,5027,Delmarva Power,Preliminary,4520,193,4,0,4717
2020,1,MD,15263,The Potomac Edison Company,Preliminary,5600,136,11,0,5747
2020,1,MD,15270,Potomac Electric Power Co,Preliminary,21495,209,0,0,21704
2020,1,MD,17637,Southern Maryland Elec Coop Inc,Preliminary,6191,57,0,0,6248
2020,1,MD,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,ME,1179,Versant Power,Preliminary,858,135,2,0,995
2020,1,ME,3266,Central Maine Power Co,Preliminary,4554,507,0,0,5061
2020,1,ME,5609,Eastern Maine Electric Coop,Preliminary,24,1,0,0,25
2020,1,ME,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,MI,392,Alpena Power Co,Preliminary,19,2,0,0,21
2020,1,MI,3828,Cloverland Electric Co-op,Preliminary,31,7,0,0,38
2020,1,MI,4254,Consumers Energy Co,Preliminary,3176,295,9,0,3480
2020,1,MI,5109,DTE Electric Company,Preliminary,3875,329,29,0,4233
2020,1,MI,9324,Indiana Michigan Power Co,Preliminary,134,19,1,0,154
2020,1,MI,10704,City of Lansing - (MI),Preliminary,50,5,0,0,55
2020,1,MI,19578,Upper Peninsula Power Company,Preliminary,127,9,0,0,136
2020,1,MI,60631,Upper Michigan Energy Resources Corp.,Preliminary,41,4,0,0,45
2020,1,MI,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,MN,689,Connexus Energy,Preliminary,222,10,1,0,233
2020,1,MN,5574,East Central Energy,Preliminary,129,19,0,0,148
2020,1,MN,10596,City of Lake Crystal - (MN),Preliminary,1,0,0,0,1
2020,1,MN,12647,"ALLETE, Inc.",Preliminary,397,105,1,0,503
2020,1,MN,13781,Northern States Power Co - Minnesota,Preliminary,3566,716,204,0,4486
2020,1,MN,14232,Otter Tail Power Co,Preliminary,23,32,0,0,55
2020,1,MN,16181,Rochester Public Utilities,Preliminary,325,6,0,0,331
2020,1,MN,17267,Sioux Valley SW Elec Coop,Preliminary,5,2,0,0,7
2020,1,MN,20996,Wright-Hennepin Coop Elec Assn,Preliminary,69,2,0,0,71
2020,1,MN,25177,Dakota Electric Association,Preliminary,243,20,0,0,263
2020,1,MN,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,MO,4675,Cuivre River Electric Coop Inc,Preliminary,32,0,0,0,32
2020,1,MO,5860,Empire District Electric Co,Preliminary,1941,294,6,0,2241
2020,1,MO,9231,City of Independence - (MO),Preliminary,115,13,0,0,128
2020,1,MO,10000,Evergy Metro,Preliminary,1333,806,0,0,2139
2020,1,MO,12698,Evergy Missouri West,Preliminary,1773,749,20,0,2542
2020,1,MO,17833,City Utilities of Springfield - (MO),Preliminary,227,51,0,0,278
2020,1,MO,19436,Union Electric Co - (MO),Preliminary,3251,1626,95,0,4972
2020,1,MO,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,MS,3841,Coast Electric Power Assn,Preliminary,139,1,0,0,140
2020,1,MS,12685,Entergy Mississippi LLC,Preliminary,79,19,0,0,98
2020,1,MS,12686,Mississippi Power Co,Preliminary,146,14,0,0,160
2020,1,MS,17647,Southern Pine Electric Cooperative,Preliminary,21,5,0,0,26
2020,1,MS,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,MT,6395,Flathead Electric Coop Inc,Preliminary,401,14,0,0,415
2020,1,MT,12199,Montana-Dakota Utilities Co,Preliminary,6,5,0,0,11
2020,1,MT,12692,"Missoula Electric Coop, Inc",Preliminary,190,11,0,0,201
2020,1,MT,12825,NorthWestern Energy LLC - (MT),Preliminary,2368,500,0,0,2868
2020,1,MT,19603,USBIA-Mission Valley Power,Preliminary,32,0,0,0,32
2020,1,MT,20997,Yellowstone Valley Elec Co-op,Preliminary,51,0,0,0,51
2020,1,MT,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,NC,3046,Duke Energy Progress - (NC),Preliminary,6445,230,10,0,6685
2020,1,NC,5416,"Duke Energy Carolinas, LLC",Preliminary,6963,343,39,0,7345
2020,1,NC,9837,Jones-Onslow Elec Member Corp,Preliminary,68,0,0,0,68
2020,1,NC,16496,Rutherford Elec Member Corp,Preliminary,159,1,0,0,160
2020,1,NC,19876,Virginia Electric & Power Co,Preliminary,161,14,0,0,175
2020,1,NC,24889,Brunswick Electric Member Corp,Preliminary,223,0,0,0,223
2020,1,NC,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,ND,12090,"McLean Electric Coop, Inc",Preliminary,3,0,0,0,3
2020,1,ND,12301,Nodak Electric Coop Inc,Preliminary,13,0,2,0,15
2020,1,ND,14232,Otter Tail Power Co,Preliminary,1,10,0,0,11
2020,1,ND,19790,Verendrye Electric Coop Inc,Preliminary,8,0,0,0,8
2020,1,ND,24949,Cass County Elec Coop Inc,Preliminary,40,0,0,0,40
2020,1,ND,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,NE,4373,Cornhusker Public Power Dist,Preliminary,31,0,0,0,31
2020,1,NE,4911,Dawson Power District,Preliminary,21,2,0,0,23
2020,1,NE,6779,City of Fremont - (NE),Preliminary,1,0,0,0,1
2020,1,NE,11018,Lincoln Electric System,Preliminary,106,17,1,0,124
2020,1,NE,11251,Loup River Public Power Dist,Preliminary,0,0,25,0,25
2020,1,NE,12539,Midwest Electric Member Corp,Preliminary,30,3,0,0,33
2020,1,NE,13337,Nebraska Public Power District,Preliminary,85,45,0,0,130
2020,1,NE,13664,Norris Public Power District,Preliminary,79,10,0,0,89
2020,1,NE,14127,Omaha Public Power District,Preliminary,115,19,0,0,134
2020,1,NE,17642,Southern Public Power District,Preliminary,26,2,0,0,28
2020,1,NE,27058,"High West Energy, Inc",Preliminary,3,0,0,0,3
2020,1,NE,40606,City of Grand Island - (NE),Preliminary,5,0,1,0,6
2020,1,NE,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,NH,13441,New Hampshire Elec Coop Inc,Preliminary,1015,85,4,0,1104
2020,1,NH,15472,Public Service Co of NH,Preliminary,6402,615,37,0,7054
2020,1,NH,24590,Unitil Energy Systems,Preliminary,897,69,5,0,971
2020,1,NH,26510,Liberty Utilities (Granite State Electric) Corp,Preliminary,552,68,0,0,620
2020,1,NH,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,NJ,963,Atlantic City Electric Co,Preliminary,33453,1268,45,0,34766
2020,1,NJ,9726,Jersey Central Power & Lt Co,Preliminary,35402,1836,42,0,37280
2020,1,NJ,15477,Public Service Elec & Gas Co,Preliminary,45161,3073,109,0,48343
2020,1,NJ,16213,Rockland Electric Co,Preliminary,647,114,1,0,762
2020,1,NJ,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,NM,3287,"Central Valley Elec Coop, Inc",Preliminary,20,0,0,0,20
2020,1,NM,5701,El Paso Electric Co,Preliminary,4547,143,0,0,4690
2020,1,NM,6204,City of Farmington - (NM),Preliminary,110,14,0,0,124
2020,1,NM,11204,Los Alamos County,Preliminary,146,0,0,0,146
2020,1,NM,15473,Public Service Co of NM,Preliminary,18808,731,0,0,19539
2020,1,NM,17718,Southwestern Public Service Co,Preliminary,61,85,3,0,149
2020,1,NM,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,NV,2008,City of Boulder City - (NV),Preliminary,41,6,0,0,47
2020,1,NV,13073,"Mt Wheeler Power, Inc",Preliminary,4,5,0,0,9
2020,1,NV,13407,Nevada Power Co,Preliminary,46887,405,86,0,47378
2020,1,NV,17166,Sierra Pacific Power Co,Preliminary,3830,481,8,0,4319
2020,1,NV,19840,"Valley Electric Assn, Inc",Preliminary,713,22,0,0,735
2020,1,NV,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,NY,3249,Central Hudson Gas & Elec Corp,Preliminary,8886,504,0,0,9390
2020,1,NY,4226,Consolidated Edison Co-NY Inc,Preliminary,28551,2144,0,0,30695
2020,1,NY,11171,Long Island Power Authority,Preliminary,51032,1332,0,0,52364
2020,1,NY,13511,New York State Elec & Gas Corp,Preliminary,7639,1084,0,0,8723
2020,1,NY,13573,Niagara Mohawk Power Corp.,Preliminary,19265,2045,27,0,21337
2020,1,NY,14154,Orange & Rockland Utils Inc,Preliminary,7765,174,4,0,7943
2020,1,NY,14711,Pennsylvania Electric Co,Preliminary,7,2,0,0,9
2020,1,NY,16183,Rochester Gas & Electric Corp,Preliminary,1601,548,0,0,2149
2020,1,NY,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,OH,3542,Duke Energy Ohio Inc,Preliminary,1239,193,10,0,1442
2020,1,OH,3755,Cleveland Electric Illum Co,Preliminary,593,112,9,0,714
2020,1,OH,4922,Dayton Power & Light Co,Preliminary,408,87,0,0,495
2020,1,OH,13998,Ohio Edison Co,Preliminary,1184,163,5,0,1352
2020,1,OH,14006,Ohio Power Co,Preliminary,2462,358,31,0,2851
2020,1,OH,18997,The Toledo Edison Co,Preliminary,253,97,12,0,362
2020,1,OH,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,OK,5860,Empire District Electric Co,Preliminary,0,1,0,0,1
2020,1,OK,13734,Northeast Oklahoma Electric Co,Preliminary,54,7,0,0,61
2020,1,OK,14062,Oklahoma Electric Coop Inc,Preliminary,124,2,0,0,126
2020,1,OK,14063,Oklahoma Gas & Electric Co,Preliminary,1986,1620,20,0,3626
2020,1,OK,15474,Public Service Co of Oklahoma,Preliminary,232,33,1,0,266
2020,1,OK,19785,Verdigris Valley Elec Coop Inc,Preliminary,37,0,0,0,37
2020,1,OK,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,OR,6022,City of Eugene - (OR),Preliminary,650,89,0,0,739
2020,1,OR,9191,Idaho Power Co,Preliminary,46,11,10,0,67
2020,1,OR,14354,PacifiCorp,Preliminary,6572,871,169,0,7612
2020,1,OR,15248,Portland General Electric Co,Preliminary,10011,601,50,0,10662
2020,1,OR,18260,Surprise Valley Electrification,Preliminary,1,1,0,0,2
2020,1,OR,28541,Clatskanie Peoples Util Dist,Preliminary,7,0,0,0,7
2020,1,OR,40437,Emerald People's Utility Dist,Preliminary,257,22,0,0,279
2020,1,OR,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,PA,3597,Citizens Electric Co - (PA),Preliminary,27,8,3,0,38
2020,1,PA,5487,Duquesne Light Co,Preliminary,2849,108,2,0,2959
2020,1,PA,12390,Metropolitan Edison Co,Preliminary,4658,257,19,0,4934
2020,1,PA,14711,Pennsylvania Electric Co,Preliminary,884,103,5,0,992
2020,1,PA,14715,PPL Electric Utilities Corp,Preliminary,8685,831,53,0,9569
2020,1,PA,14716,Pennsylvania Power Co,Preliminary,219,28,0,0,247
2020,1,PA,14940,PECO Energy Co,Preliminary,9876,326,37,0,10239
2020,1,PA,15045,Pike County Light & Power Co,Preliminary,4,1,0,0,5
2020,1,PA,19390,"UGI Utilities, Inc",Preliminary,81,10,3,0,94
2020,1,PA,20334,Wellsborough Electric Co,Preliminary,7,2,0,0,9
2020,1,PA,20387,West Penn Power Company,Preliminary,1118,66,11,0,1195
2020,1,PA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,RI,1857,Block Island Utility District,Preliminary,31,5,0,0,36
2020,1,RI,13214,The Narragansett Electric Co,Preliminary,3857,310,0,0,4167
2020,1,RI,14537,Pascoag Utility District,Preliminary,7,0,0,0,7
2020,1,RI,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,SC,1613,Berkeley Electric Coop Inc,Preliminary,713,0,0,0,713
2020,1,SC,3046,Duke Energy Progress - (NC),Preliminary,1281,33,12,0,1326
2020,1,SC,5416,"Duke Energy Carolinas, LLC",Preliminary,6570,183,25,0,6778
2020,1,SC,14398,Palmetto Electric Coop Inc,Preliminary,184,5,0,0,189
2020,1,SC,17539,"Dominion Energy South Carolina, Inc",Preliminary,10306,129,3,0,10438
2020,1,SC,17543,South Carolina Public Service Authority,Preliminary,838,0,0,0,838
2020,1,SC,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,SD,1769,"Black Hills Electric Coop, Inc",Preliminary,30,0,0,0,30
2020,1,SD,14232,Otter Tail Power Co,Preliminary,1,5,0,0,6
2020,1,SD,17267,Sioux Valley SW Elec Coop,Preliminary,17,6,0,0,23
2020,1,SD,19293,Southeastern Electric Coop Inc - (SD),Preliminary,4,2,0,0,6
2020,1,SD,20401,West River Electric Assn Inc,Preliminary,27,2,0,0,29
2020,1,SD,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,TN,10331,Kingsport Power Co,Preliminary,21,10,0,0,31
2020,1,TN,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,TX,5701,El Paso Electric Co,Preliminary,9548,88,0,0,9636
2020,1,TX,16604,City of San Antonio - (TX),Preliminary,18489,599,0,0,19088
2020,1,TX,55937,Entergy Texas Inc.,Preliminary,687,31,1,0,719
2020,1,TX,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,UT,2010,City of Bountiful,Preliminary,196,6,0,0,202
2020,1,UT,11135,City of Logan - (UT),Preliminary,187,23,0,0,210
2020,1,UT,12866,Moon Lake Electric Assn Inc,Preliminary,33,3,0,0,36
2020,1,UT,14354,PacifiCorp,Preliminary,37618,1084,88,0,38790
2020,1,UT,15444,Provo City Corp,Preliminary,549,17,0,0,566
2020,1,UT,17845,City of Springville - (UT),Preliminary,156,2,0,0,158
2020,1,UT,17874,City of St George,Preliminary,262,28,0,0,290
2020,1,UT,18206,Strawberry Electric Serv Dist,Preliminary,102,0,0,0,102
2020,1,UT,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,VA,84,A & N Electric Coop,Preliminary,73,8,0,0,81
2020,1,VA,733,Appalachian Power Co,Preliminary,1195,81,3,0,1279
2020,1,VA,10171,Kentucky Utilities Co,Preliminary,8,2,0,0,10
2020,1,VA,17066,Shenandoah Valley Elec Coop,Preliminary,530,49,7,0,586
2020,1,VA,19876,Virginia Electric & Power Co,Preliminary,6912,422,3,0,7337
2020,1,VA,19882,Virginia Tech Electric Service,Preliminary,50,4,0,0,54
2020,1,VA,40228,Rappahannock Electric Coop,Preliminary,843,45,0,0,888
2020,1,VA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,VT,2548,City of Burlington Electric - (VT),Preliminary,283,100,1,0,384
2020,1,VT,7601,Green Mountain Power Corp,Preliminary,5743,442,4,0,6189
2020,1,VT,19791,"Vermont Electric Cooperative, Inc",Preliminary,1510,76,0,0,1586
2020,1,VT,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,WA,3660,PUD No 1 of Clark County - (WA),Preliminary,1930,25,0,0,1955
2020,1,WA,14354,PacifiCorp,Preliminary,1209,130,11,0,1350
2020,1,WA,15500,Puget Sound Energy Inc,Preliminary,8972,458,4,0,9434
2020,1,WA,16868,City of Seattle - (WA),Preliminary,3975,317,0,0,4292
2020,1,WA,17470,PUD 1 of Snohomish County,Preliminary,1951,116,0,0,2067
2020,1,WA,18429,City of Tacoma - (WA),Preliminary,1654,32,0,0,1686
2020,1,WA,20169,Avista Corp,Preliminary,1628,126,0,0,1754
2020,1,WA,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,WI,4715,Dahlberg Light & Power Co,Preliminary,26,0,0,0,26
2020,1,WI,5574,East Central Energy,Preliminary,15,0,0,0,15
2020,1,WI,11479,Madison Gas & Electric Co,Preliminary,634,181,0,0,815
2020,1,WI,13697,North Central Power Co Inc,Preliminary,19,0,0,0,19
2020,1,WI,13780,Northern States Power Co,Preliminary,107,47,0,0,154
2020,1,WI,13815,Northwestern Wisconsin Elec Co,Preliminary,43,11,0,0,54
2020,1,WI,20847,Wisconsin Electric Power Co,Preliminary,1433,235,70,0,1738
2020,1,WI,20856,Wisconsin Power & Light Co,Preliminary,1089,300,5,0,1394
2020,1,WI,20860,Wisconsin Public Service Corp,Preliminary,733,239,0,0,972
2020,1,WI,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,WV,733,Appalachian Power Co,Preliminary,150,34,1,0,185
2020,1,WV,12796,Monongahela Power Co,Preliminary,270,49,0,0,319
2020,1,WV,15263,The Potomac Edison Company,Preliminary,435,43,1,0,479
2020,1,WV,20521,Wheeling Power Co,Preliminary,33,4,0,0,37
2020,1,WV,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,1,WY,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,Preliminary,415,11,0,0,426
2020,1,WY,7222,City of Gillette - (WY),Preliminary,4,0,0,0,4
2020,1,WY,8566,High Plains Power Inc,Preliminary,56,10,0,0,66
2020,1,WY,11273,Lower Valley Energy Inc,Preliminary,82,19,7,0,108
2020,1,WY,12199,Montana-Dakota Utilities Co,Preliminary,63,7,0,0,70
2020,1,WY,14354,PacifiCorp,Preliminary,290,70,1,0,361
2020,1,WY,19156,Powder River Energy Corp,Preliminary,39,4,0,0,43
2020,1,WY,27058,"High West Energy, Inc",Preliminary,108,0,1,0,109
2020,1,WY,99999,Adjustment 2020,Preliminary,0,0,0,0,0
2020,2,AK,219,Alaska Power and Telephone Co,Preliminary,4,2,0,0,6
2020,2,AK,599,Anchorage Municipal Light and Power,Preliminary,164,21,0,0,185
2020,2,AK,3522,Chugach Electric Assn Inc,Preliminary,224,35,0,0,259
2020,2,AK,7353,Golden Valley Elec Assn Inc,Preliminary,256,27,4,0,287
2020,2,AK,11824,Matanuska Electric Assn Inc,Preliminary,174,16,0,0,190
2020,2,AK,19558,Homer Electric Assn Inc,Preliminary,222,29,0,0,251
