scorer,DeepCut_resnet50_SocialObjectRatJul24shuffle1_500000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_500000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_500000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_500000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_500000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_500000
bodyparts,Nose,Nose,Nose,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood
0,194.1342295408249,289.84116315841675,0.8999739289283752,116.42670249938965,220.15052761137486,0.8594826459884644
1,194.1342295408249,289.84116315841675,0.8999665975570679,116.42670249938965,220.15052761137486,0.859249472618103
2,198.1651029586792,289.0973873138428,0.8958849310874939,137.28729057312012,221.3773217201233,0.8998227715492249
3,210.7147331237793,284.37259006500244,0.8600784540176392,147.9039535522461,220.84797793626785,0.8999732732772827
4,258.8996158838272,238.35131907463074,0.0013968797866255045,178.97714805603027,219.65890350937843,0.8987175822257996
5,263.3436555862427,239.07373476028442,0.001040634815581143,196.87922954559326,211.57144367694855,0.295476496219635
6,240.47747445106506,281.48250246047974,0.8844550251960754,207.80917882919312,215.99898409843445,0.6139433979988098
7,235.61284109950066,287.8550364971161,0.8999949097633362,188.35107770562172,121.27285933494568,0.005788242444396019
8,226.31536543369293,302.33698081970215,0.8994610905647278,236.46839904785156,234.45791673660278,0.882151186466217
9,217.62087106704712,302.26365089416504,0.8946283459663391,235.0730175971985,229.8948382139206,0.8999999761581421
10,215.63601112365723,302.13987922668457,0.8949763178825378,232.57127046585083,226.6812286376953,0.8999996781349182
11,203.0373810529709,294.8563425540924,0.8999365568161011,231.7189838886261,220.97648948431015,0.8999999761581421
12,191.78279495239258,282.82605040073395,0.8999995589256287,228.61956006288528,215.01827192306519,0.8999999761581421
13,178.02639389038086,266.9831123352051,0.8988856673240662,225.74951171875,214.78880262374878,0.8999614715576172
14,163.10669267177582,270.1260404586792,0.8999998569488525,217.56472301483154,218.55664348602295,0.8878969550132751
15,147.89437674731016,268.45876881480217,0.8999998569488525,301.7240333557129,172.20249013602734,0.6477211713790894
16,129.53599071502686,269.4450674057007,0.8688771724700928,313.3662910461426,175.02654433250427,0.8999684453010559
17,184.40227890014648,264.994668006897,0.6654470562934875,317.7039488554001,166.7323338985443,0.09984929114580154
18,102.56030607223511,277.03704273700714,0.8999953866004944,320.712513923645,166.67768955230713,0.8455035090446472
19,92.16595125198364,270.16411447525024,0.8997113704681396,311.16094493865967,178.06590175628662,0.8999977111816406
20,85.15529251098633,266.70023250579834,0.8998720049858093,309.0832303762436,178.81179666519165,0.8999999761581421
21,85.47472143173218,275.46330165863037,0.7634300589561462,306.9011583328247,179.60192939639091,0.8999999761581421
22,99.21008116006851,303.61746525764465,0.8999974131584167,300.40470600128174,182.19445991516113,0.8999998569488525
23,113.4208972454071,320.8531584739685,0.5257052183151245,296.1388807296753,183.25805854797363,0.8999627232551575
24,124.94066095352173,333.17251431941986,0.8999955654144287,288.8047790527344,184.0367796421051,0.8993489146232605
25,139.80799293518066,335.5921778678894,0.8999999761581421,269.1706097126007,185.26309537887573,0.8999999761581421
26,162.2778000831604,343.9541983604431,0.8999987840652466,254.07452392578125,184.408940076828,0.8999999761581421
27,179.4077085852623,350.4824504852295,0.898176908493042,246.6822533607483,183.7438998222351,0.8999996781349182
28,199.93316864967346,368.6252107620239,0.54957115650177,243.14379811286926,182.37422513961792,0.8999999761581421
29,206.55154418945312,372.7753095626831,0.8988682627677917,238.95070958137512,180.5686206817627,0.8999998569488525
30,211.66098755598068,354.77343940734863,0.021617034450173378,236.87832355499268,181.28307723999023,0.8999993205070496
31,236.937661588192,390.1126661300659,0.14989814162254333,230.88446950912476,183.97054481506348,0.8999999761581421
32,238.65985774993896,397.2030657529831,0.8575615286827087,224.21498775482178,193.5021777153015,0.8999999761581421
