scorer,DeepCut_resnet50_SocialObjectRatJul24shuffle1_250000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_250000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_250000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_250000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_250000,DeepCut_resnet50_SocialObjectRatJul24shuffle1_250000
bodyparts,Nose,Nose,Nose,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood
0,366.9171931743622,224.36334896087646,0.8809868097305298,366.62632513046265,225.93181538581848,0.05040639266371727
1,366.9171931743622,224.36334896087646,0.8825758695602417,366.62632513046265,225.93181538581848,0.04968920350074768
2,366.8625030517578,224.31556272506714,0.8837683796882629,366.5909433364868,225.82497477531433,0.048701897263526917
3,365.25657176971436,225.5825834274292,0.8999422788619995,362.83582878112793,220.84573650360107,0.002659134566783905
4,350.3394076824188,212.75962901115417,0.592330813407898,349.57204365730286,214.20788645744324,0.02242947183549404
5,339.3142241239548,209.2291042804718,0.899773359298706,340.3592076897621,210.42946815490723,0.008857599459588528
6,329.83707332611084,206.19212555885315,0.3418404757976532,329.67147397994995,208.50969314575195,0.019527677446603775
7,323.71762213110924,204.87704008817673,0.899691641330719,325.4850295782089,206.75305795669556,0.01838923618197441
8,320.8343982696533,204.73693072795868,0.8995447754859924,322.2223266363144,205.94678401947021,0.12540306150913239
9,317.66863489151,200.21572256088257,0.8945884704589844,317.62983095645905,198.1016538143158,0.007191800978034735
10,317.2063010931015,200.27164793014526,0.8913381099700928,317.7194162607193,198.75997233390808,0.009757572785019875
11,318.9341788291931,204.78219771385193,0.5007681250572205,318.8186330795288,204.63272202014923,0.09801255166530609
12,403.72606468200684,130.57072508335114,0.8904687166213989,403.7754439562559,131.41027736663818,0.0011552569922059774
13,401.47740507125854,128.16697764396667,0.8999956846237183,402.82323026657104,130.26433181762695,0.0009311380563303828
14,407.96130561828613,128.056622505188,0.8969811797142029,406.98139667510986,130.05103015899658,0.001052993000485003
15,432.7897162437439,127.4806797504425,0.8753834366798401,406.98139667510986,130.05103015899658,0.0
16,427.98243522644043,116.87140971422195,0.8992167115211487,430.94005036354065,233.7712845802307,0.0
17,405.41942369937897,112.24241590499878,0.899990975856781,442.3783880472183,256.70472860336304,0.001153071061708033
18,388.0853157043457,101.75865721702576,0.8999984860420227,442.3783880472183,256.70472860336304,0.0
19,392.8371524810791,97.50247192382812,0.8998145461082458,442.3783880472183,256.70472860336304,0.0
20,404.84943294525146,90.20292508602142,0.8999961018562317,442.3783880472183,256.70472860336304,0.0
21,412.167640209198,86.88283634185791,0.8999921679496765,369.4604115486145,302.489709854126,0.6240279674530029
22,420.4534344673157,82.93229103088379,0.8998122811317444,368.31155371665955,295.06822776794434,0.8999679088592529
23,438.2708811759949,86.34225654602051,0.8999989032745361,367.71129989624023,291.97636421583593,0.8999999761581421
24,460.2365998774767,97.2343761920929,0.8999995589256287,366.71208357810974,290.68888556957245,0.8999999761581421
25,481.45542669296265,102.83600950241089,0.8999998569488525,365.80407452583313,288.2341318130493,0.8999964594841003
26,494.18025398254395,106.38409769535065,0.8996971249580383,366.23432874679565,285.65792739391327,0.899998664855957
27,500.0643882751465,102.67980766296387,0.8999212384223938,366.3768906593323,279.18252658843994,0.8999998569488525
28,505.10101222991943,105.38641881942749,0.8999993205070496,363.9615246504545,272.5778648853302,0.8999998569488525
29,510.25985622406006,107.73670780658722,0.899999737739563,361.3823413848877,270.10527777671814,0.899999737739563
30,512.9594097137451,115.5985172688961,0.8999995589256287,361.21791410446167,266.1491575241089,0.8999989032745361
31,520.2100381851196,117.05152928829193,0.899999737739563,359.6590988636017,264.15391397476196,0.8999999761581421
32,524.6257875561714,123.14856153726578,0.8999983668327332,358.23621678352356,263.30056643486023,0.8999999761581421
